Geneid	SRR15852399_SRR15852399	SRR15852394_SRR15852394	SRR15852395_SRR15852395	SRR15852400_SRR15852400	SRR15852407_SRR15852407	SRR15852409_SRR15852409	SRR15852426_SRR15852426	SRR15852427_SRR15852427	SRR15852429_SRR15852429	SRR15852432_SRR15852432	SRR15852435_SRR15852435	SRR15852438_SRR15852438
LOC124905969	0	0	0	0	2	0	0	10	12	0	0	0
LOC124905970	41	31	0	48	17	53	86	168	190	75	159	51
LOC124905972	89	19	0	29	65	63	45	71	55	39	75	54
LOC124905973	0	0	0	0	0	0	0	0	0	0	0	0
LOC124905974	29	5	0	9	19	11	8	10	3	10	16	7
LOC124905975	3	4	0	0	5	1	2	2	10	2	2	3
LOC124905976	0	0	0	0	0	0	0	0	0	0	0	0
LOC124905977	4	0	0	3	3	36	5	21	5	17	19	8
LOC124905978	347	69	0	109	157	226	49	1006	1683	178	644	128
LOC124905979	0	0	0	0	1	0	0	0	0	0	0	0
LOC124905982	4	1	0	0	0	0	0	0	0	1	0	2
LOC124905983	8	0	0	9	8	10	31	11	1	9	12	6
LOC124905985	0	0	0	0	0	3	1	0	2	0	0	2
LOC124905986	0	0	0	0	0	1	1	4	0	2	3	1
LOC124905987	0	0	0	0	0	0	0	0	0	0	0	0
LOC124905989	32	3	0	31	8	39	88	69	85	62	104	153
LOC124905990	0	0	0	0	0	2	4	4	5	1	0	1
LOC124905991	0	0	0	0	2	0	2	0	0	0	2	4
LOC124905993	12	8	0	9	8	1	12	15	12	4	2	4
LOC124905994	11	0	0	20	12	11	31	11	23	12	25	18
LOC124905995	183	6	0	75	156	91	76	210	148	285	151	149
LOC124905996	0	0	0	0	0	0	0	0	0	0	0	0
LOC124905998	18	1	0	13	8	3	18	11	2	8	5	4
LOC124905999	107	74	1	134	58	114	124	81	59	95	82	101
LOC124906002	0	1	0	1	0	0	0	0	0	0	0	1
LOC124906003	7	11	0	18	19	13	27	18	15	8	7	11
LOC124906004	0	0	0	0	0	0	0	3	0	0	0	2
LOC124906005	0	0	0	0	0	1	0	0	0	0	0	0
LOC124906006	0	0	0	0	1	0	0	1	1	6	0	1
LOC124906008	30	6	0	42	40	53	52	57	51	48	60	56
LOC124906010	0	0	0	1	1	0	0	0	0	0	0	0
LOC124906012	3	2	0	3	4	2	9	2	0	0	2	6
LOC124906013	10	4	0	7	8	1	5	2	6	10	6	11
LOC124906017	0	0	0	1	1	0	0	0	0	0	0	0
LOC124906018	2	0	0	0	0	0	1	0	0	1	2	0
LOC124906019	285	16	0	103	117	505	350	355	383	602	350	488
LOC124906020	6	0	0	2	2	6	1	2	0	1	5	2
LOC124906021	1	0	0	1	9	4	8	0	0	2	1	0
LOC124906022	4	0	0	0	2	3	6	0	0	1	1	2
LOC124906023	0	0	0	0	8	0	1	0	0	1	0	0
LOC124906025	32	10	0	18	15	47	53	23	20	29	27	30
LOC124906026	0	0	0	0	0	4	6	3	0	0	1	1
LOC124906027	0	0	0	0	3	32	0	0	0	0	0	0
LOC124906030	0	0	0	0	4	1	4	0	0	3	0	4
LOC124906031	0	0	0	0	0	0	0	0	0	0	0	0
LOC124906046	1	0	0	1	11	0	0	3	0	0	2	1
LOC124906047	0	0	0	4	0	1	0	0	0	0	1	0
LOC124906050	44	23	0	20	39	23	45	14	13	14	10	23
LOC124906051	2	0	0	4	2	7	22	10	10	2	14	31
LOC124906052	107	66	0	76	55	45	99	63	89	76	72	92
LOC124906053	4	4	0	1	0	1	7	4	0	1	2	2
LOC124906055	0	0	0	0	0	0	0	0	0	0	0	0
LOC124906057	0	0	0	1	0	1	1	0	2	0	0	0
LOC124906058	0	0	0	0	0	0	0	1	0	0	1	0
LOC124906059	0	0	0	0	0	0	0	0	0	0	0	0
LOC124906060	0	0	0	0	0	0	0	0	0	0	0	0
LOC124906061	0	0	0	0	0	2	0	2	0	0	1	0
LOC124906063	1	0	0	0	0	0	1	0	3	1	0	2
LOC124906064	0	0	0	0	0	0	0	0	0	0	0	0
LOC124906065	50	4	0	16	23	35	10	20	23	41	34	30
LOC124906066	1	0	0	5	4	1	0	5	0	6	2	0
LOC124906067	0	5	0	7	1	2	13	1	11	0	7	1
LOC124906068	0	0	0	0	0	1	0	0	0	0	0	0
LOC124906070	0	0	0	0	0	0	0	2	0	2	1	0
LOC124906071	12	6	0	13	80	14	23	16	5	24	21	16
LOC124906072	0	1	0	0	1	0	0	0	0	0	0	0
LOC124906073	0	0	0	0	0	0	0	0	0	0	0	0
LOC124906074	6	0	0	9	8	11	4	12	11	21	6	14
LOC124906076	1	0	0	0	4	2	6	0	0	0	2	0
LOC124906077	0	0	0	3	2	0	3	3	0	2	0	0
LOC124906078	22	9	0	16	16	34	50	49	12	43	31	42
LOC124906079	0	0	0	0	1	0	0	3	0	1	1	0
LOC124906080	0	0	0	0	0	0	0	0	0	0	0	0
LOC124906081	4	0	0	7	3	5	3	6	0	1	1	6
LOC124906082	2	2	0	15	9	20	38	6	10	15	13	18
LOC124906083	10	7	0	3	8	18	37	24	13	7	13	28
LOC124906084	0	0	0	0	0	0	0	0	0	0	0	0
LOC124906085	0	0	0	0	0	0	8	0	0	0	0	0
LOC124906086	9	5	0	35	15	11	17	4	12	7	9	12
LOC124906087	0	0	0	0	0	0	0	0	0	0	0	0
LOC124906088	4	0	0	0	8	5	10	5	1	2	3	7
LOC124906089	26	6	0	37	23	119	99	46	59	48	65	67
LOC124906090	0	0	0	0	0	0	0	0	0	0	0	0
LOC124906091	2	2	0	7	2	3	0	0	4	1	7	1
LOC124906092	60	108	2	54	48	75	137	28	46	36	79	65
LOC124906093	0	0	0	0	0	2	0	0	0	0	0	2
LOC124906096	2	3	0	14	36	0	6	0	25	1	4	1
LOC124906097	0	0	0	4	1	1	3	3	1	0	4	1
LOC124906098	0	0	0	0	0	0	1	0	0	0	0	3
LOC124906099	0	1	0	0	0	0	0	0	0	1	0	0
LOC124906100	1	0	0	0	0	1	6	1	0	2	1	3
LOC124906101	0	1	0	0	0	0	0	0	0	1	0	0
LOC124906102	0	0	0	4	0	0	0	0	0	5	0	1
LOC124906103	92	47	5	112	68	136	228	125	82	106	124	101
LOC124906104	12	0	0	0	0	7	11	2	11	6	11	5
LOC124906105	4	4	0	6	3	8	15	7	4	3	8	6
LOC124906106	0	0	0	0	0	0	1	0	0	1	0	0
LOC124906107	6	0	0	0	3	0	10	0	8	6	0	1
LOC124906109	3	0	0	7	6	6	19	12	27	14	19	8
LOC124906110	39	24	0	75	15	51	31	29	87	34	64	33
LOC124906112	2	0	0	1	0	2	10	0	7	0	3	4
LOC124906113	1	14	0	0	0	4	11	2	1	3	0	6
LOC124906114	0	0	0	0	0	0	0	0	2	0	0	0
LOC124906115	0	0	0	0	0	0	0	0	0	0	0	0
LOC124906116	2	0	0	5	9	14	207	20	10	31	32	70
LOC124906117	6	0	0	0	0	3	4	4	1	8	3	2
LOC124906118	0	0	0	0	0	1	1	0	0	7	2	0
LOC124906119	0	0	0	2	0	2	1	0	1	0	0	0
LOC124906120	0	1	0	0	1	8	7	2	0	2	2	2
LOC124906121	3	0	0	0	2	0	4	2	0	3	0	4
LOC124906122	5	1	0	0	5	0	46	0	0	6	4	0
LOC124906123	0	0	0	0	16	0	0	0	0	0	0	0
LOC124906124	0	0	0	0	12	0	0	1	0	0	2	0
LOC124906126	4	0	0	1	9	8	0	0	0	0	0	2
LOC124906127	18	0	0	14	14	30	24	18	12	27	29	23
LOC124906128	37	33	0	11	13	18	15	38	45	51	55	68
LOC124906130	19	2	0	10	13	31	32	18	22	29	38	82
LOC124906132	0	0	0	0	0	0	0	0	0	0	0	0
LOC124906133	0	0	0	0	0	0	2	0	0	0	0	0
LOC124906134	3	0	0	10	1	3	8	7	2	7	7	2
LOC124906135	0	0	0	0	0	0	0	0	0	0	0	0
LOC124906136	0	0	0	0	0	0	0	0	1	0	0	0
LOC124906137	0	0	0	0	0	1	0	0	0	0	0	1
LOC124906138	0	3	0	0	0	0	1	0	0	0	0	1
LOC124906139	0	0	0	0	0	0	0	0	0	0	0	0
LOC124906140	0	0	0	0	0	0	0	0	0	0	0	0
LOC124906141	0	0	0	0	0	0	0	0	0	0	0	0
LOC124906142	0	0	0	0	0	0	0	0	0	0	0	0
LOC124906143	0	0	0	2	0	0	1	0	0	0	0	3
LOC124906144	3	0	0	1	6	3	0	0	0	0	0	0
LOC124906145	0	0	0	2	2	1	0	0	0	0	0	2
LOC124906146	0	0	0	0	0	0	0	0	0	0	0	0
LOC124906147	0	0	0	0	0	0	0	0	0	0	0	0
LOC124906148	0	0	0	0	0	0	0	0	0	0	0	0
LOC124906149	2	0	0	0	0	0	1	0	0	1	0	0
LOC124906150	0	0	0	0	0	0	0	0	0	0	0	0
LOC124906151	0	0	0	0	0	0	0	8	2	0	4	0
LOC124906152	0	0	0	0	0	0	0	0	0	0	0	0
LOC124906153	0	0	0	0	0	0	0	0	0	0	0	0
LOC124906154	0	0	0	0	3	0	0	0	0	0	0	0
LOC124906155	0	0	0	0	0	0	0	0	0	0	0	0
LOC124906156	0	0	0	0	0	1	0	0	0	0	0	0
LOC124906157	0	0	0	0	0	0	0	0	0	0	0	0
LOC124906158	0	0	0	0	1	0	0	0	0	0	0	0
LOC124906159	0	0	0	0	0	0	0	0	0	0	0	0
LOC124906160	0	0	0	0	0	0	1	0	0	0	0	0
LOC124906161	0	0	0	0	0	0	0	0	0	0	0	0
LOC124906162	2	0	0	2	1	0	2	0	2	0	0	1
LOC124906163	0	0	0	0	0	2	0	0	0	0	0	1
LOC124906164	0	0	0	0	0	0	0	0	0	0	0	0
LOC124906165	0	0	0	0	0	0	0	0	0	1	0	0
LOC124906166	6	0	0	0	2	9	6	0	7	2	7	6
LOC124906167	0	2	0	0	1	0	0	0	0	0	0	0
LOC124906168	1	0	0	2	2	0	2	1	2	1	3	2
LOC124906169	0	0	0	0	0	0	4	2	0	4	1	0
LOC124906170	0	0	0	0	1	0	0	0	0	0	0	0
LOC124906171	0	0	0	0	0	0	0	0	0	0	0	0
LOC124906172	0	0	0	0	0	0	0	0	0	0	0	0
LOC124906173	0	0	0	0	0	0	0	0	0	0	0	0
LOC124906174	1	0	0	0	4	4	2	2	10	1	0	2
LOC124906175	0	0	0	0	0	0	0	0	0	0	0	0
LOC124906176	1	0	0	0	0	0	1	2	0	0	0	0
LOC124906177	0	0	0	0	2	0	0	0	0	0	0	0
LOC124906178	0	0	0	0	1	0	0	0	0	1	0	0
LOC124906179	2	0	0	1	0	0	0	0	0	0	0	0
LOC124906180	0	0	0	0	0	0	0	0	0	0	0	0
LOC124906181	0	0	0	0	0	0	0	0	0	0	0	0
LOC124906182	0	0	0	0	0	0	0	0	0	0	0	0
LOC124906183	0	0	0	0	1	0	2	0	0	1	0	1
LOC124906184	0	0	0	0	0	0	3	0	0	0	1	0
LOC124906185	0	0	0	0	0	0	0	0	0	0	0	0
LOC124906186	0	0	0	0	0	0	0	0	0	0	0	0
LOC124906187	0	0	0	0	0	0	0	0	0	0	0	0
LOC124906188	0	0	0	0	0	0	0	0	0	0	0	0
LOC124906189	1	0	0	0	0	0	0	0	0	0	0	0
LOC124906190	0	0	0	0	0	0	0	0	0	0	0	0
LOC124906191	0	0	0	0	0	1	2	0	1	0	0	0
LOC124906192	0	0	0	0	0	0	0	0	0	0	0	0
LOC124906193	0	0	0	0	0	0	0	0	0	0	0	0
LOC124906194	1	0	0	0	0	0	0	0	0	0	0	0
LOC124906195	0	0	0	0	0	0	0	0	0	0	0	0
LOC124906196	0	0	0	0	1	0	0	0	0	0	0	0
LOC124906197	0	0	0	0	0	1	0	0	0	0	0	2
LOC124906198	0	0	0	0	3	3	2	1	0	4	0	2
LOC124906199	0	0	0	0	0	0	0	0	0	0	0	0
LOC124906200	3	1	0	2	1	3	9	0	2	5	4	2
LOC124906201	7	1	0	1	2	9	14	2	0	3	5	5
LOC124906205	3	1	0	0	0	0	0	0	0	0	0	0
LOC124906206	0	0	0	0	0	0	0	0	0	0	0	0
LOC124906209	18	7	0	15	48	19	63	24	30	42	31	35
LOC124906210	2	0	0	1	3	4	17	1	3	2	5	15
LOC124906212	28	0	0	5	9	22	11	18	3	15	15	15
LOC124906214	16	2	0	27	64	15	11	21	12	16	15	23
LOC124906215	4	0	0	1	3	1	3	3	2	2	4	1
LOC124906216	0	0	0	0	0	4	2	0	0	0	1	0
LOC124906217	10	0	0	3	2	10	1	4	0	1	3	1
LOC124906218	1	0	0	3	3	0	2	0	2	0	4	17
LOC124906219	45	4	0	24	46	21	41	52	61	33	28	44
LOC124906220	40	7	0	36	32	27	33	34	56	24	34	52
LOC124906221	1	0	0	1	3	22	12	3	3	1	2	5
LOC124906222	0	0	0	0	0	2	5	4	0	3	4	6
LOC124906224	0	0	0	0	0	0	0	0	0	0	2	2
LOC124906226	1	0	0	0	0	1	0	1	0	0	4	1
LOC124906227	2	0	0	2	0	2	3	0	0	2	1	2
LOC124906228	0	0	0	3	3	1	0	0	0	0	0	0
LOC124906229	0	0	0	0	0	0	0	0	0	0	2	0
LOC124906230	0	0	0	0	23	4	4	2	0	0	3	3
LOC124906231	21	10	2	7	5	15	35	45	32	16	29	79
LOC124906232	13	1	0	1	3	12	9	10	23	22	21	20
LOC124906233	0	0	0	0	1	1	0	0	7	0	0	0
LOC124906234	9	0	0	3	2	1	12	5	1	6	7	5
LOC124906235	55	14	0	41	60	20	58	52	38	31	67	54
LOC124906236	36	60	0	34	28	9	42	68	40	25	62	58
LOC124906237	2	0	0	1	6	2	5	0	8	3	4	1
LOC124906238	2	0	0	3	5	1	4	15	41	7	15	1
LOC124906240	1	0	0	0	8	4	6	7	4	2	2	6
LOC124906242	21	13	0	2	8	40	26	14	10	24	38	24
LOC124906243	0	0	0	0	0	0	0	0	0	0	0	0
LOC124906244	1	0	0	0	0	4	1	1	4	1	1	3
LOC124906245	146	39	2	59	163	125	423	196	120	299	302	708
LOC124906246	3	0	0	0	1	6	8	1	0	3	0	4
LOC124906247	252	85	0	84	114	192	374	183	173	195	211	284
LOC124906248	18	0	0	11	3	18	21	8	2	24	21	30
LOC124906249	0	0	0	0	0	0	0	0	0	0	0	0
LOC124906250	0	0	0	0	0	0	0	0	0	0	0	0
LOC124906251	0	0	0	0	0	0	0	0	0	0	0	0
LOC124906252	0	0	0	0	0	0	0	0	0	0	0	0
LOC124906254	62	87	4	61	27	11	43	16	18	12	34	11
LOC124906255	10	1	0	18	14	6	18	8	12	15	20	8
LOC124906256	0	0	0	0	1	1	0	0	0	0	0	0
LOC124906260	21	2	0	20	22	42	72	67	98	179	54	84
LOC124906262	92	108	15	88	109	88	353	122	116	157	102	217
LOC124906263	232	137	0	5	47	14	98	56	43	43	70	112
LOC124906264	0	0	0	0	0	3	4	5	2	1	2	2
LOC124906265	16	5	0	22	56	37	59	30	22	19	27	22
LOC124906266	1	0	0	1	8	0	9	0	0	2	1	2
LOC124906267	0	0	0	0	0	0	0	0	0	0	0	0
LOC124906268	0	0	0	1	3	3	3	2	0	2	2	7
LOC124906269	0	0	0	0	0	0	0	0	0	0	0	0
LOC124906270	6	0	0	0	0	18	16	36	28	160	26	32
LOC124906271	0	0	0	0	0	0	0	0	0	2	0	0
LOC124906273	24	5	0	13	15	12	34	21	34	30	18	38
LOC124906274	0	0	0	0	0	0	0	0	0	0	0	0
LOC124906276	0	0	0	1	0	8	2	0	4	0	0	3
LOC124906277	6	0	0	2	1	7	10	4	7	12	6	11
LOC124906278	8	42	0	15	26	38	38	24	15	11	34	25
LOC124906280	14	2	0	14	19	12	13	11	20	6	18	13
LOC124906281	0	0	0	0	0	0	0	0	0	0	0	0
LOC124906283	1	1	0	2	19	6	11	0	4	5	6	3
LOC124906284	3	2	0	2	6	6	8	1	5	5	10	6
LOC124906285	1	0	0	1	0	3	6	0	1	1	2	0
LOC124906287	0	0	0	0	1	0	0	1	4	2	0	0
LOC124906288	0	0	0	0	0	0	0	0	1	0	0	0
LOC124906289	2	0	0	1	0	2	5	4	0	3	4	3
LOC124906290	9	0	0	0	9	1	0	36	71	60	36	1
LOC124906291	53	4	0	4	4	8	47	1	1	5	17	13
LOC124906292	17	3	0	6	13	15	14	16	20	8	10	13
LOC124906294	0	0	0	0	1	1	2	1	0	2	2	1
LOC124906297	2	0	0	10	2	1	0	0	0	0	1	0
LOC124906298	2	0	0	1	0	7	2	0	0	2	4	0
LOC124906299	5	0	0	5	9	7	0	11	6	12	19	6
LOC124906300	7	8	0	25	6	42	61	8	21	44	44	41
LOC124906301	1	1	0	8	2	0	6	1	4	4	5	12
LOC124906302	0	0	0	2	1	0	15	0	0	0	3	8
LOC124906303	43	95	1	13	33	19	26	24	12	9	38	19
LOC124906304	498	240	3	306	409	558	504	570	238	797	598	1061
LOC124906305	1	0	0	0	5	1	3	2	0	3	2	5
LOC124906306	0	0	0	1	9	1	0	8	4	6	5	1
LOC124906307	8	0	1	8	10	10	16	6	6	4	8	15
LOC124906309	37	46	1	51	21	45	38	42	50	24	47	41
LOC124906310	5	0	0	0	4	1	1	1	0	0	3	3
LOC124906311	1	2	0	3	3	1	2	2	0	2	2	1
LOC124906312	9	20	0	5	17	19	36	22	35	17	22	24
LOC124906313	3	2	2	0	21	10	2	16	21	9	13	16
LOC124906314	138	216	3	68	213	26	70	48	48	76	52	118
LOC124906315	0	0	0	0	1	0	0	0	0	0	0	0
LOC124906316	7	0	0	4	8	13	17	3	4	6	8	16
LOC124906318	0	0	0	0	0	0	0	0	0	0	0	0
LOC124906319	3	0	0	0	0	1	0	0	0	0	2	0
LOC124906320	4	2	0	2	14	5	5	0	4	3	2	1
LOC124906330	34	18	0	9	7	19	30	15	8	16	31	35
LOC124906331	8	13	0	11	4	6	8	40	41	8	30	21
LOC124906335	0	0	0	0	0	0	0	0	0	0	0	0
LOC124906336	1	0	0	0	0	0	2	0	2	1	0	0
LOC124906338	0	0	0	0	0	0	0	0	0	0	0	0
LOC124906339	0	6	0	1	2	0	0	0	0	0	0	0
LOC124906340	4	0	0	0	1	3	2	1	1	4	3	2
LOC124906341	0	0	0	0	0	0	0	0	0	0	0	0
LOC124906342	0	0	0	0	0	0	0	0	0	0	0	0
LOC124906343	0	0	0	0	0	0	0	0	0	0	0	0
LOC124906344	0	0	0	1	1	2	1	1	0	2	1	4
LOC124906345	0	0	0	0	0	0	0	0	0	0	0	0
LOC124906346	0	0	0	0	0	0	1	0	0	2	3	0
LOC124906347	0	0	0	0	0	0	0	0	0	0	0	0
LOC124906348	0	0	0	1	0	0	1	0	0	0	0	0
LOC124906349	0	0	0	0	0	0	0	0	0	0	0	0
LOC124906350	0	0	0	0	0	0	0	0	0	0	0	0
LOC124906351	0	0	0	0	0	0	0	0	0	0	0	0
LOC124906352	1	0	0	1	0	0	1	5	2	0	0	0
LOC124906353	0	0	0	0	0	0	0	0	0	0	0	0
LOC124906354	0	0	0	0	0	0	0	0	0	0	0	0
LOC124906355	1	0	0	0	0	4	1	0	2	2	3	3
LOC124906356	0	0	0	0	0	0	0	0	0	0	0	0
LOC124906357	0	0	0	0	0	0	0	0	0	0	0	0
LOC124906358	0	0	0	0	0	0	0	1	0	0	0	0
LOC124906359	0	0	0	1	1	0	1	0	0	0	0	0
LOC124906360	0	0	0	0	0	0	0	0	0	0	0	0
LOC124906361	0	0	0	2	0	0	0	0	1	0	0	0
LOC124906362	0	0	0	0	3	0	0	0	0	1	0	0
LOC124906363	1	0	0	1	0	0	2	0	0	1	0	0
LOC124906364	0	0	0	0	0	0	1	0	0	0	0	0
LOC124906365	0	0	0	0	0	0	0	0	0	0	0	0
LOC124906366	0	0	0	1	0	0	1	0	0	0	0	3
LOC124906367	2	0	0	0	0	0	0	0	0	2	0	0
LOC124906368	0	0	0	0	0	0	0	0	0	0	0	0
LOC124906369	0	0	0	0	0	0	0	0	0	0	0	0
LOC124906370	1	0	0	0	1	1	0	2	0	3	1	3
LOC124906371	0	0	0	0	0	0	0	0	0	0	0	0
LOC124906372	1	0	0	0	1	0	1	0	0	0	1	0
LOC124906373	0	0	0	0	0	0	0	0	0	0	0	0
LOC124906374	0	0	0	0	0	0	0	0	0	0	0	0
LOC124906375	0	0	0	0	0	0	4	0	0	0	1	0
LOC124906376	1	0	0	0	0	0	0	0	0	0	0	1
LOC124906377	0	0	0	0	0	0	0	0	0	0	0	0
LOC124906378	0	0	0	0	0	0	0	0	0	0	0	0
LOC124906379	11	0	0	0	0	2	0	0	0	0	0	0
LOC124906380	0	0	0	0	0	0	0	0	0	0	0	0
LOC124906381	0	0	0	0	0	0	0	0	0	0	0	0
LOC124906382	0	0	0	0	0	0	0	0	0	0	0	0
LOC124906383	0	0	0	0	0	0	0	0	0	0	0	0
LOC124906384	0	0	0	2	0	1	1	0	0	0	0	1
LOC124907599	0	0	0	0	0	0	0	0	0	0	0	0
LOC124907722	35	9	0	1	98	2	19	0	1	0	7	8
LOC124907723	6	1	0	1	5	8	5	9	0	2	3	6
LOC124907724	5	5	0	0	2	1	2	7	3	5	5	10
LOC124907725	1	0	0	2	4	4	3	6	0	1	0	1
LOC124907726	17	13	0	25	5	6	10	16	10	1	4	5
LOC124907727	1	0	0	0	2	0	1	0	7	2	2	1
LOC124907728	2	2	0	3	34	4	4	0	0	0	0	0
LOC124907729	0	0	0	0	0	0	0	0	0	0	0	0
LOC124907730	6	1	0	5	11	21	17	2	15	16	3	16
LOC124907731	0	0	0	0	0	0	0	0	0	0	0	0
LOC124907732	1	0	0	4	0	0	0	0	0	1	0	0
LOC124907733	0	0	0	0	0	0	0	0	0	0	1	0
LOC124907734	0	0	0	0	0	1	0	0	0	0	0	0
LOC124907735	0	0	0	2	3	2	1	2	0	0	7	1
LOC124907736	4	0	0	0	0	3	3	0	0	2	0	1
LOC124907737	0	0	0	0	4	2	1	1	0	3	1	0
LOC124907738	1	0	0	1	3	3	7	2	0	6	6	5
LOC124907739	12	4	0	9	6	27	37	13	17	24	11	17
LOC124907740	14	9	0	26	17	19	29	13	23	14	36	39
LOC124907741	14	0	1	22	202	38	124	115	121	175	167	282
LOC124907742	1	0	4	4	2	1	3	1	0	0	1	4
LOC124907743	1	0	0	1	3	0	1	0	0	0	0	0
LOC124907744	3	6	0	6	1	17	12	11	4	7	6	5
LOC124907745	69	26	0	49	61	79	137	82	96	117	102	93
LOC124907746	37	2	0	1	4	2	4	5	0	1	9	13
LOC124907747	1	0	0	0	1	2	4	0	0	2	0	1
LOC124907748	0	0	0	0	0	23	0	1	0	0	0	0
LOC124907749	2	0	0	0	0	0	0	0	0	0	0	0
LOC124907750	0	0	0	0	1	0	0	0	0	0	0	0
LOC124907751	1	0	0	0	0	2	4	12	13	2	12	6
LOC124907752	0	0	0	0	0	0	0	0	0	0	0	0
LOC124907753	1	0	0	6	1	10	11	5	0	2	2	15
LOC124907754	0	0	0	1	2	0	0	0	0	0	1	3
LOC124907755	7	7	0	2	0	4	6	3	3	3	6	7
LOC124907756	22	1	0	64	5	45	65	35	77	14	70	66
LOC124907757	0	0	0	0	0	0	0	0	0	0	0	0
LOC124907758	30	58	0	40	27	42	53	40	34	37	31	45
LOC124907759	18	121	12	57	33	34	69	71	32	37	59	45
LOC124907760	0	0	0	0	0	0	0	0	0	0	0	0
LOC124907761	17	5	0	10	27	51	58	38	30	33	30	36
LOC124907762	2	0	0	2	2	6	3	2	0	0	4	4
LOC124907763	1	0	0	1	0	5	4	0	0	0	2	0
LOC124907764	0	0	0	1	0	3	0	0	4	0	0	2
LOC124907765	0	0	0	0	0	0	0	0	2	0	0	0
LOC124907766	1	0	0	4	2	1	1	0	1	0	0	1
LOC124907767	0	0	0	0	0	0	0	0	0	0	0	0
LOC124907768	3	0	0	6	3	1	2	4	4	1	4	2
LOC124907769	0	0	0	0	0	2	1	0	0	0	0	0
LOC124907770	0	0	0	0	0	0	0	0	0	0	0	0
LOC124907771	0	0	0	1	2	19	6	4	0	2	3	3
LOC124907772	2	3	0	2	1	5	17	0	3	1	0	2
LOC124907773	2	0	0	2	3	3	2	0	5	2	3	1
LOC124907774	0	0	0	0	0	0	1	0	0	0	1	0
LOC124907775	2	0	0	0	4	1	4	0	1	6	4	6
LOC124907776	3	1	0	9	4	0	9	6	6	1	6	8
LOC124907779	0	0	0	1	3	0	3	0	0	1	0	0
LOC124907781	5	10	0	7	25	11	14	14	13	11	9	18
LOC124907784	1	0	0	1	1	1	1	0	0	0	1	0
LOC124907804	1	0	0	0	2	3	3	3	0	3	0	2
LOC124907821	2	0	0	0	2	2	1	0	0	0	0	0
LOC124907824	0	1	0	1	7	0	5	1	2	0	2	5
LOC124907827	1	0	0	0	0	0	0	2	0	0	0	1
LOC124907840	3	0	0	0	0	3	0	1	0	0	0	0
LOC124907848	1	0	0	2	4	2	0	0	0	1	0	0
LOC124907850	18	19	1	24	17	71	59	39	17	45	53	48
LOC124907851	0	0	0	0	0	0	0	0	0	0	0	0
LOC124907852	2	0	0	1	1	3	0	0	0	1	5	1
LOC124907853	1	0	0	0	0	0	0	1	0	0	0	0
LOC124907854	6	18	0	0	7	2	3	8	13	3	21	12
LOC124907855	0	0	0	0	1	0	0	0	0	0	0	0
LOC124907856	0	0	0	0	0	0	0	0	0	0	0	0
LOC124907857	2	2	0	0	1	0	0	0	0	0	0	0
LOC124907858	3	0	0	4	1	0	0	0	0	1	2	0
LOC124907859	0	0	0	0	0	0	0	0	0	0	0	0
LOC124907860	0	0	0	0	0	0	0	0	0	0	0	0
LOC124907861	17	4	0	11	15	8	28	12	24	14	23	16
LOC124907862	0	0	0	0	0	0	0	0	0	0	0	0
LOC124907863	3	0	0	0	1	0	0	0	0	0	0	0
LOC124907864	2	2	0	0	0	0	1	0	0	1	5	1
LOC124907865	0	0	0	0	0	0	0	0	0	0	0	0
LOC124907866	1	0	0	0	2	1	0	0	0	0	0	0
LOC124907867	17	9	0	6	16	9	4	2	4	18	10	24
LOC124907868	3	1	0	0	2	5	4	4	0	6	4	7
LOC124907869	2	2	0	1	1	4	13	3	1	7	6	2
LOC124907870	1	0	0	0	0	2	2	0	0	0	1	2
LOC124907871	5	2	0	2	5	8	3	0	6	5	2	2
LOC124907872	15	11	0	6	0	8	10	17	3	3	13	14
LOC124907873	0	0	0	1	5	3	2	11	2	2	0	0
LOC124907874	12	0	0	4	5	11	12	7	8	11	4	22
LOC124907875	0	0	0	4	1	2	7	0	2	2	6	5
LOC124907876	0	0	0	0	0	0	0	0	0	0	0	0
LOC124907877	0	0	0	0	0	0	0	0	0	0	0	0
LOC124907878	0	0	0	0	0	0	0	0	0	0	0	0
LOC124907879	0	0	0	0	2	0	0	0	0	0	0	0
LOC124907880	2	0	0	5	5	10	4	3	10	8	5	4
LOC124907881	6	2	0	3	18	3	8	10	11	11	8	7
LOC124907882	0	0	2	0	0	0	1	0	0	0	1	2
LOC124907883	0	0	0	0	0	1	0	0	0	0	2	0
LOC124907884	5	4	0	0	13	3	19	7	8	6	6	6
LOC124907885	1	0	0	0	5	0	1	0	0	0	0	1
LOC124907886	0	0	0	0	1	4	2	0	0	0	2	1
LOC124907887	0	0	0	0	0	0	1	0	0	0	0	2
LOC124907888	0	0	0	0	0	2	0	0	0	0	0	0
LOC124907889	0	0	0	0	0	0	0	0	0	0	0	1
LOC124907890	0	0	0	0	0	0	0	0	0	0	0	0
LOC124907891	0	0	0	0	0	0	0	0	0	0	0	0
LOC124907892	1	0	0	0	1	0	0	0	0	0	0	0
LOC124907893	5	1	0	2	8	20	11	6	8	5	9	4
LOC124907894	41	17	0	1	3	2	1	0	1	0	2	6
LOC124907895	0	0	0	0	0	0	2	3	5	1	0	4
LOC124907896	3	2	0	6	3	20	33	8	14	21	26	36
LOC124907897	5	0	0	0	2	0	0	0	0	0	1	0
LOC124907898	4	2	0	4	1	3	11	0	2	2	3	1
